GroupID,PROG_ID,Note,z,GroupSize,file,srcid,ra,dec,grating,filter,effexptm,nfiles,dataset,msamet,msaid,msacnf,dithn,slitid,root,npix,ndet,wmin,wmax,wmaxsn,sn10,flux10,err10,sn50,flux50,err50,sn90,flux90,err90,xstart,ystart,xsize,ysize,slit_pa,pa_v3,srcypix,profcen,profsig,ctime,version,exptime
18896,AURORA-GN-100159,,7.042805,6,aurora-gdn02-v3_g235m-f170lp_1914_100159.spec.fits,100159,189.13760362191834,62.26519926859139,G235M,F170LP,4741.389,12,jw01914002001_07101_00001_nrs1,jw01914002001_01_msa.fits,66,1,1,27,aurora-gdn02-v3,1273,1,1.7003809,3.150057,2.531219,-0.7786949,-0.028871562,0.022238482,0.90889144,0.029462386,0.031652298,2.6322439,0.08777667,0.05143549,1546,411,503,25,0.0,291.11087,0.0,0.0009999999,0.40716758,1735666831.816,0.9.2.dev1+g8ebd90e,56896.668
18922,AURORA-GN-506478,,6.7274384,6,aurora-gdn02-v3_g235m-f170lp_1914_506478.spec.fits,506478,189.1352508417419,62.24466216102816,G235M,F170LP,4741.389,12,jw01914002001_07101_00001_nrs1,jw01914002001_01_msa.fits,66,1,1,43,aurora-gdn02-v3,1272,1,1.7003809,3.150057,2.8795047,-0.5231434,-0.021624763,0.031658713,1.2741989,0.051366195,0.03893594,3.0922642,0.13355632,0.058136623,871,128,1178,28,0.0,291.11087,0.0,0.001,0.69048446,1735666823.153,0.9.2.dev1+g8ebd90e,56896.668
18922,AURORA-GN-506478,,6.7274384,6,aurora-gdn02-v3_g395m-f290lp_1914_506478.spec.fits,506478,189.1352508417419,62.24466216102816,G395M,F290LP,2480.111,12,jw01914002002_03101_00001_nrs1,jw01914002002_01_msa.fits,1,1,1,43,aurora-gdn02-v3,1201,1,2.8794382,5.199619,3.8664951,-0.10952804,-0.008597249,0.043901138,1.4730681,0.091673926,0.061344024,3.2404284,0.2298908,0.115674235,952,114,1097,28,0.0,291.108,0.0,-0.001,0.69048446,1735666813.15,0.9.2.dev1+g8ebd90e,29761.332
18922,AURORA-GN-506478,,6.7274384,6,aurora-gdn02-v3_g140m-f100lp_1914_506478.spec.fits,506478,189.1352508417419,62.24466216102816,G140M,F100LP,7294.445,12,jw01914002001_03101_00001_nrs1,jw01914002001_01_msa.fits,1,1,1,43,aurora-gdn02-v3,1336,1,0.98,1.88,1.3652,-1.4418,-0.029224245,0.01600485,0.79536545,0.015896864,0.019754123,3.0265787,0.066714786,0.027411219,828,127,1221,29,0.0,291.1106,0.0,0.000999977,0.69048446,1735666818.885,0.9.2.dev1+g8ebd90e,87533.34
18948,2478-3,,6.10719,6,stark-rxcj2248-v3_g395m-f290lp_2478_3.spec.fits,3,342.19086450037196,-44.53748321613136,G395M,F290LP,510.611,3,jw02478051001_03105_00001_nrs1,jw02478051001_01_msa.fits,52,1,1,39,stark-rxcj2248-v3,1190,1,2.8794382,4.9064,3.5579333,-0.51923287,-0.18057244,0.21304874,0.7711721,0.24519211,0.30478108,2.580263,0.87487006,0.5895915,898,1186,1151,29,0.0,244.99614,0.0,-0.0009999969,0.3664423,1728476965.942,0.8.6.dev18+gc61ccae,1531.833
18948,2478-3,,6.10719,6,stark-rxcj2248-v3_g235m-f170lp_2478_3.spec.fits,3,342.19086450037196,-44.53748321613136,G235M,F170LP,510.611,6,jw02478051001_03103_00001_nrs1,jw02478051001_01_msa.fits,51,1,1,39,stark-rxcj2248-v3,1272,1,1.7003809,3.150057,2.7502856,0.011730641,0.003761413,0.22470887,1.3372588,0.4030752,0.29547262,2.8231099,0.80466616,0.41622075,813,1199,1236,30,0.0,244.99623,0.0,-0.001,0.3664423,1728476968.297,0.8.6.dev18+gc61ccae,3063.666
18948,2478-3,,6.10719,6,stark-rxcj2248-v3_g140m-f100lp_2478_3.spec.fits,3,342.19086450037196,-44.53748321613136,G140M,F100LP,2042.445,6,jw02478051001_03101_00002_nrs1,jw02478051001_01_msa.fits,1,1,1,39,stark-rxcj2248-v3,1337,1,0.98,1.88,1.103,1.7442893,0.19240676,0.061108492,4.045439,0.34697512,0.086655766,6.8390527,0.53869915,0.14160739,772,1198,1277,31,0.0,244.99615,0.0,-0.001,0.3664423,1728476963.828,0.8.6.dev18+gc61ccae,12254.67
27026,JADES-GS-167639,,5.5740385,10,jades-gds04-v3_g235m-f170lp_1286_167639.spec.fits,167639,53.0918793,-27.88069489999998,G235M,F170LP,948.278,9,jw01286004001_17101_00001_nrs2,jw01286004001_04_msa.fits,650,4,1,556,jades-gds04-v3,1333,1,1.8053714,3.150057,2.5362666,-0.8682344,-0.12053421,0.1101256,0.7404658,0.09886032,0.12571754,2.3846383,0.3248658,0.1943524,1,1404,1278,32,0.0,30.183681,0.0,0.0009999999,1.0390682,1735702720.162,0.9.2.dev1+g8ebd90e,8534.502
27026,JADES-GS-167639,,5.5740385,10,jades-gds04-v3_g395h-f290lp_1286_167639.spec.fits,167639,53.0918793,-27.88069489999998,G395H,F290LP,948.278,9,jw01286004001_03101_00001_nrs2,jw01286004001_01_msa.fits,1,1,1,41,jades-gds04-v3,2150,1,2.8801086,4.2431884,3.2816114,-1.2639557,-0.3535757,0.23534413,0.36023074,0.099893294,0.27186885,2.0943205,0.5851301,0.32105878,1,1410,2048,44,0.0,30.18371,0.0,0.0009999999,1.0390682,1735702714.714,0.9.2.dev1+g8ebd90e,8534.502
27026,JADES-GS-167639,,5.5740385,10,jades-gds04-v3_g140m-f070lp_1286_167639.spec.fits,167639,53.0918793,-27.88069489999998,G140M,F070LP,948.278,18,jw01286004001_15101_00001_nrs2,jw01286004001_04_msa.fits,516,4,1,556,jades-gds04-v3,794,1,0.7004,1.2602,1.1138,-1.0416987,-0.18762986,0.0837351,0.7549734,0.093790956,0.116385505,2.647697,0.33055663,0.36868766,1,1404,284,23,0.0,30.18348,0.0,0.0009999999,1.0390682,1735702701.624,0.9.2.dev1+g8ebd90e,17069.004
27026,JADES-GS-167639,,5.5740385,10,jades-gds04-v3_g395m-f290lp_1286_167639.spec.fits,167639,53.0918793,-27.88069489999998,G395M,F290LP,948.278,9,jw01286004001_05101_00001_nrs2,jw01286004001_01_msa.fits,130,1,1,41,jades-gds04-v3,1309,1,2.9697905,5.199619,3.281762,-1.0936782,-0.17293139,0.096519396,0.60571444,0.082408406,0.13720311,2.3051867,0.365576,0.30299044,1,1391,1292,31,0.0,30.183748,0.0,-0.001,1.0390682,1735702707.169,0.9.2.dev1+g8ebd90e,8534.502
29735,JADES-GS-205802,,4.3592734,10,jades-gds08-v3_g395m-f290lp_1286_205802.spec.fits,205802,53.184556699999995,-27.787040400000027,G395M,F290LP,948.278,9,jw01286008001_09101_00001_nrs2,jw01286008001_01_msa.fits,143,1,1,32,jades-gds08-v3,1301,1,2.9834285,5.199619,3.517019,0.16151397,0.012611168,0.045177188,1.9089609,0.12263015,0.061771583,3.725963,0.24787334,0.1457918,1,1761,1299,32,0.0,30.243666,0.0,0.001,0.3909503,1735735305.6,0.9.2.dev1+g8ebd90e,8534.502
29735,JADES-GS-205802,,4.3592734,10,jades-gds08-v3_g140m-f070lp_1286_205802.spec.fits,205802,53.184556699999995,-27.787040400000027,G140M,F070LP,948.278,18,jw01286008001_23101_00001_nrs2,jw01286008001_05_msa.fits,673,5,1,707,jades-gds08-v3,777,1,0.7004,1.2602,1.094,0.17725383,0.016093034,0.039470267,2.228461,0.12909494,0.058836427,4.001199,0.27596566,0.1835601,1,1774,294,24,0.0,30.24363,0.0,0.001,0.3909503,1735735298.311,0.9.2.dev1+g8ebd90e,17069.004
29735,JADES-GS-205802,,4.3592734,10,jades-gds08-v3_g395h-f290lp_1286_205802.spec.fits,205802,53.184556699999995,-27.787040400000027,G395H,F290LP,948.278,9,jw01286008001_17101_00001_nrs2,jw01286008001_03_msa.fits,477,3,1,370,jades-gds08-v3,2115,1,2.8801086,4.2209888,3.5169315,-0.62946516,-0.074321516,0.09981752,1.0061951,0.11602792,0.116040125,2.6407754,0.30963084,0.14466725,1,1786,2048,45,0.0,30.243729,0.0,0.001,0.3909503,1735735317.646,0.9.2.dev1+g8ebd90e,8534.502
29735,JADES-GS-205802,,4.3592734,10,jades-gds08-v3_g235m-f170lp_1286_205802.spec.fits,205802,53.184556699999995,-27.787040400000027,G235M,F170LP,948.278,9,jw01286008001_25101_00001_nrs2,jw01286008001_05_msa.fits,811,5,1,707,jades-gds08-v3,1323,1,1.8154666,3.150057,2.6836572,0.3176497,0.020501701,0.05057711,2.0292666,0.12652974,0.05828833,3.7285955,0.23430751,0.084897846,1,1774,1289,33,0.0,30.24359,0.0,0.001,0.3909503,1735735310.674,0.9.2.dev1+g8ebd90e,8534.502
