file,GroupID,root,grating,srcid,ra,dec,z_manual,observable_ArIII_3005,sn_ArIII_3005,observable_ArIV_2689,sn_ArIV_2689,observable_ArIV_2854,sn_ArIV_2854,observable_ArV_2691,sn_ArV_2691,observable_CIII_1906,sn_CIII_1906,observable_CIII_1908,sn_CIII_1908,observable_CIV_1549,sn_CIV_1549,observable_CIV_1551,sn_CIV_1551,observable_HeII_1640,sn_HeII_1640,observable_Lya_1215,sn_Lya_1215,observable_MgV_1325,sn_MgV_1325,observable_MgV_2783,sn_MgV_2783,observable_NIII_1750,sn_NIII_1750,observable_NII_3063,sn_NII_3063,observable_NIV_1483,sn_NIV_1483,observable_NIV_1487,sn_NIV_1487,observable_NeIII_1815,sn_NeIII_1815,observable_NeIV_1602,sn_NeIV_1602,observable_NeIV_2422,sn_NeIV_2422,observable_NeV_1575,sn_NeV_1575,observable_OIII_1660,sn_OIII_1660,observable_OIII_1665,sn_OIII_1665,observable_OIII_2321,sn_OIII_2321,observable_OII_2471,sn_OII_2471,observable_OI_2972,sn_OI_2972,observable_SiIII_1883,sn_SiIII_1883,observable_SiIII_1892,sn_SiIII_1892,observable_ArIV_4711,sn_ArIV_4711,observable_ArIV_4740,sn_ArIV_4740,observable_CII_4267,sn_CII_4267,observable_Hb_4861,sn_Hb_4861,observable_Hd_4103,sn_Hd_4103,observable_HeII_4687,sn_HeII_4687,observable_Hg_4342,sn_Hg_4342,observable_NII_5756,sn_NII_5756,observable_NI_3466,sn_NI_3466,observable_NI_5200,sn_NI_5200,observable_NeIII_3343,sn_NeIII_3343,observable_NeIII_3867,sn_NeIII_3867,observable_NeIII_3967,sn_NeIII_3967,observable_NeV_3426,sn_NeV_3426,observable_OIII_4363,sn_OIII_4363,observable_OIII_4959,sn_OIII_4959,observable_OIII_5007,sn_OIII_5007,observable_OII_3727,sn_OII_3727,observable_OII_3729,sn_OII_3729,observable_SIII_3722,sn_SIII_3722,observable_SII_4070,sn_SII_4070,observable_SII_4078,sn_SII_4078,observable_ArV_6134,sn_ArV_6134,observable_ArIII_7136,sn_ArIII_7136,observable_Ha_6565,sn_Ha_6565,observable_NII_6549,sn_NII_6549,observable_NII_6584,sn_NII_6584,observable_OII_7323,sn_OII_7323,observable_OII_7332,sn_OII_7332,observable_OI_6364,sn_OI_6364,observable_SIII_6314,sn_SIII_6314,observable_SIII_9531,sn_SIII_9531,observable_SII_6717,sn_SII_6717,observable_SII_6731,sn_SII_6731,PROG_ID
ceers-v3_g235m-f170lp_1345_1981.spec.fits,15670,ceers-v3,G235M,1981,214.8212747,52.8644714,4.813603864931092,1.0,-0.030459098738525,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-3.0137895795668728,,,,,,,,,,,,,,,,,,,,,1.0,-0.101004191419411,,,,,1.0,1.7464782738698117,1.0,-0.4814481162722147,1.0,2.509022379477094,1.0,0.9408193143620696,1.0,-3.9964737267437425,1.0,2.147651140664016,1.0,2.2815289431581514,,,1.0,-0.757057759664574,1.0,1.0016992443264878,1.0,-0.3654477277635429,,,,,1.0,-0.1383286218567784,1.0,0.5862371486608964,1.0,2.2351941512508264,1.0,9.033690439497484,1.0,3.66116244499119,1.0,4.6630296358836985,1.0,0.2351828059341643,,,1.0,-3.5625035998403587,,,,,,,,,,,,,,,,,,,,,,,,,CEERS-EGS-1981
ceers-v3_g235m-f170lp_1345_2089.spec.fits,15671,ceers-v3,G235M,2089,214.9991752,52.9733008,4.636732,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.1890333806039697,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.4632855194468897,1.0,2.616339957359193,1.0,3.104766369790664,1.0,3.872653421297023,1.0,-0.2107947174522154,1.0,2.1963213885344195,1.0,1.348491574468813,,,1.0,0.6596888653306698,,,1.0,1.7287550232619555,1.0,-0.5487397683069614,1.0,2.5691532709521,1.0,0.1820451379702627,1.0,1.0221038676359,1.0,8.88025189994873,1.0,23.813479848154973,1.0,4.1866511807519355,1.0,4.487454683338407,1.0,1.2871388988516856,1.0,-1.917467868045858,1.0,-0.3309233329929367,,,,,,,,,,,,,,,,,,,,,,,,,CEERS-EGS-2089
ceers-v3_g235m-f170lp_1345_2174.spec.fits,15674,ceers-v3,G235M,2174,215.0834205,52.99151300000001,5.302867,,,,,1.0,2.4196432572103914,,,,,,,,,,,,,,,,,1.0,-0.6962549631706632,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-0.6542326733648899,1.0,1.0048431678460596,1.0,0.8754798059278008,1.0,2.5772763689225062,1.0,1.6903082695636518,1.0,-2.2591981643260985,1.0,1.2432287479905124,,,1.0,1.1262491488357202,,,,,1.0,1.5062128687311018,1.0,2.9663733991853776,1.0,0.5476391432175403,1.0,1.5541038610289353,,,,,1.0,9.256468545112568,1.0,6.643570922350112,1.0,2.0683637059978643,1.0,0.3016380299325721,1.0,-1.2468029533746097,,,,,,,,,,,,,,,,,,,,,,,,,CEERS-EGS-2174
ceers-v3_g235m-f170lp_1345_2184.spec.fits,15676,ceers-v3,G235M,2184,215.0688022,52.9572796,4.49831,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-0.1910016524763044,1.0,1.6838812789884303,1.0,-0.7427988062704785,1.0,3.558423207387195,1.0,-1.803432036452115,1.0,0.5139551229986796,1.0,1.3251432313033855,,,1.0,-1.567869923920138,1.0,0.6281624282449262,1.0,-0.4195679762008744,1.0,0.1940588752786511,1.0,-2.0823625524665834,1.0,2.414435922331531,1.0,-0.1032099805468481,1.0,4.31151216862867,1.0,13.196783503098022,1.0,4.902716493652232,1.0,4.951661769854083,1.0,-0.4485161395087786,1.0,0.1521089964253833,1.0,-0.1905469107471217,,,,,,,,,,,,,,,,,,,,,,,,,CEERS-EGS-2184
ceers-v3_g235m-f170lp_1345_355.spec.fits,15710,ceers-v3,G235M,355,214.806482,52.878827,6.101016,1.0,-1.7547526666797162,,,1.0,-2.5781457305005224,,,,,,,,,,,,,,,,,,,,,1.0,-3.205582466845686,,,,,,,,,,,,,,,,,,,,,1.0,0.6883919725073915,,,,,,,,,1.0,-2.433658641079214,,,1.0,3.5260576459605217,,,1.0,5.071965835667376,,,1.0,2.1156492240248803,,,1.0,0.9763615750831336,1.0,3.378029823287202,1.0,1.2459160792393824,1.0,0.0471778394731227,1.0,3.5036730337942954,,,,,1.0,10.251393505524849,1.0,10.740016168699263,1.0,0.3699805109743996,1.0,1.9250730647306291,1.0,-0.3215271356602374,,,,,,,,,,,,,,,,,,,,,,,,,CEERS-EGS-355
ceers-v3_g235m-f170lp_1345_3560.spec.fits,15711,ceers-v3,G235M,3560,215.0047125,52.9628889,4.5290046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.2080557560529392,1.0,1.1273896226565792,1.0,-1.7698796754054338,1.0,2.3303051429544452,1.0,-1.8818753506914272,1.0,-1.7872852555273029,1.0,0.2350165206745072,,,1.0,-1.5585912084616451,1.0,0.9475328623291032,1.0,0.0088314769907164,1.0,0.2863080508842706,1.0,-2.4196678112761285,1.0,0.693219682116653,1.0,-2.3971524939445668,1.0,1.4804688169881082,1.0,-1.7073284345703188,1.0,-1.4087232496611442,1.0,-1.2658344558646528,1.0,-0.9421648391586404,1.0,-0.5562427442786809,1.0,-3.3516754886692133,,,,,,,,,,,,,,,,,,,,,,,,,CEERS-EGS-3560
ceers-v3_g235m-f170lp_1345_381.spec.fits,15719,ceers-v3,G235M,381,214.819671,52.879755,5.506543,,,,,,,,,,,,,,,,,,,,,,,1.0,-0.7448859037243285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.2859054211942853,1.0,-0.1200578083487347,1.0,1.526224199696694,,,1.0,2.4363763871402666,1.0,3.2699050142486374,1.0,1.0999288475964188,,,1.0,0.3422444286888131,,,1.0,0.0761421150020506,1.0,2.437387448250323,1.0,0.4178872542797788,1.0,-0.6580002095307345,1.0,0.370570544834457,,,,,1.0,-0.1846575898258202,1.0,0.6343290820404232,1.0,-2.5593668298887575,1.0,1.407725243795702,1.0,-0.5479330100550254,,,,,,,,,,,,,,,,,,,,,,,,,CEERS-EGS-381
ceers-v3_g235m-f170lp_1345_403.spec.fits,15725,ceers-v3,G235M,403,214.828968,52.875701,5.76213,1.0,1.7081240720981563,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-1.175310770217292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.591676334684984,,,1.0,0.639813432517039,,,1.0,4.504073310746876,,,1.0,1.1724586207763643,,,1.0,-1.2381368588818622,1.0,2.7051471285493243,1.0,0.3828507208091565,1.0,-0.2451126944051797,1.0,2.5922728013209824,,,,,1.0,14.55248868191996,1.0,10.521795157120293,1.0,5.992500845772017,1.0,0.6398849152026886,1.0,0.1467377335713589,,,,,,,,,,,,,,,,,,,,,,,,,CEERS-EGS-403
ceers-v3_g235m-f170lp_1345_409.spec.fits,15727,ceers-v3,G235M,409,214.817862,52.866878,7.7338676,1.0,-1.3299368288018747,1.0,-1.5676404077198582,1.0,2.3946351524367495,1.0,-2.519418994929189,,,,,,,,,,,,,,,1.0,0.3407308799997861,,,1.0,-0.3063386126377335,,,,,,,,,1.0,-1.901053832813062,,,,,,,1.0,-4.584819733917465,,,1.0,2.741026959695918,,,,,,,,,,,,,,,,,,,,,1.0,-2.305196033804348,,,1.0,0.299397070288611,,,,,1.0,1.9689340269181563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEERS-EGS-409
ceers-v3_g235m-f170lp_1345_4144.spec.fits,15728,ceers-v3,G235M,4144,215.1752272,53.0632832,4.664609,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.4635823487365553,1.0,-1.701228466218504,1.0,1.9018169094716784,1.0,5.280786271159038,1.0,0.7039619592587889,1.0,0.2003306495253596,1.0,3.7511143737222663,,,1.0,-0.935197549231353,1.0,0.5489793263988297,1.0,-0.0241150905130338,1.0,4.144786821610145,1.0,6.910929852635285,1.0,-2.4084836054666203,1.0,4.384580723027738,1.0,12.812476689582828,1.0,31.512141994833645,1.0,8.580635306482936,1.0,7.695846031562184,1.0,-0.285873774803431,1.0,1.5104110482355448,1.0,1.358645886806345,,,,,,,,,,,,,,,,,,,,,,,,,CEERS-EGS-4144
ceers-v3_g235m-f170lp_1345_4210.spec.fits,15729,ceers-v3,G235M,4210,215.2372077,53.0610871,5.259944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-0.7948865465884607,1.0,-0.5429078956582604,1.0,0.6773419930445148,1.0,3.247617825237685,1.0,-1.0190997761858134,1.0,0.30017655216837,1.0,-0.9899357043270232,,,1.0,1.2092397745016592,,,1.0,1.2491512402196303,1.0,1.5643366331523048,1.0,0.4770493626637299,1.0,0.8154072479900555,1.0,0.4838649710112714,,,,,1.0,3.135373842695394,1.0,2.1649096630048525,1.0,0.6105956091873159,1.0,-0.2098324997793406,1.0,-1.5132215143135517,,,,,,,,,,,,,,,,,,,,,,,,,CEERS-EGS-4210
ceers-v3_g235m-f170lp_1345_481.spec.fits,15735,ceers-v3,G235M,481,214.827785,52.85061499999999,6.952883,1.0,-1.0988285052377773,1.0,1.344473950297814,1.0,-1.6487447910919475,1.0,-0.1226469139513136,,,,,,,,,,,,,,,1.0,-1.5519100198539906,,,1.0,-1.7577177179147692,,,,,,,,,,,,,,,,,1.0,1.048367997082916,,,1.0,-0.7121521261958667,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.3440354458687305,1.0,4.194379366038829,,,1.0,-0.5079198124746158,,,,,,,1.0,0.7683085020243793,1.0,0.3744515705271469,1.0,0.937854304211308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEERS-EGS-481
ceers-v3_g235m-f170lp_1345_513.spec.fits,15739,ceers-v3,G235M,513,214.819362,52.832532,5.647284,,,1.0,0.3185533486514074,,,1.0,-2.254331230828435,,,,,,,,,,,,,,,1.0,1.9031506993219665,,,1.0,-0.0649949431030472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7140472772839399,,,1.0,1.8339822081481896,,,1.0,1.397123951080141,,,1.0,-0.8186890050998814,,,1.0,-0.4732342589216089,1.0,1.067942704898046,1.0,1.391500738408627,1.0,-0.902549870233726,1.0,0.2125352442204794,,,,,1.0,3.9968376413265703,1.0,3.32024106331265,1.0,-0.5478780335293765,1.0,0.2682418401331233,1.0,0.1941450687473693,,,,,,,,,,,,,,,,,,,,,,,,,CEERS-EGS-513
ceers-v3_g235m-f170lp_1345_603.spec.fits,15747,ceers-v3,G235M,603,214.867247,52.836737,6.0564203,1.0,0.9386316387046276,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.8493203878256208,,,,,,,,,1.0,-0.567014427841921,,,,,,,,,1.0,-1.8817229854953252,1.0,-0.230661998911205,,,,,,,,,1.0,1.2433171968795431,,,1.0,3.8424434236034384,,,1.0,2.197498289493096,,,1.0,1.4153013210098024,,,1.0,1.227735824308649,1.0,4.37095265472877,1.0,2.1311852857142815,1.0,0.8479527610390382,1.0,1.388378118272881,,,,,1.0,5.711218027146914,1.0,7.626700945007083,1.0,-1.1673660542113675,1.0,-0.0226147333459637,1.0,0.0948610680668871,,,,,,,,,,,,,,,,,,,,,,,,,CEERS-EGS-603
ceers-v3_g235m-f170lp_1345_613.spec.fits,15748,ceers-v3,G235M,613,214.882077,52.844346,6.7014694,1.0,-0.1520012168364328,1.0,1.384431680300183,1.0,1.4612518385502955,1.0,3.837766779350901,,,,,,,,,,,,,,,1.0,-0.229913369297404,,,1.0,0.643347421374672,,,,,,,,,,,,,,,,,1.0,1.4057639558058952,,,1.0,-3.496772758318868,,,,,,,,,,,,,,,,,,,,,1.0,2.6834550659181535,,,1.0,-1.6914615902082004,,,,,1.0,1.509304832313548,,,,,,,1.0,1.0214722771980416,1.0,-0.454072399352258,1.0,-1.815090806324648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEERS-EGS-613
ceers-v3_g235m-f170lp_1345_618.spec.fits,15749,ceers-v3,G235M,618,214.876469,52.839412,6.048901,1.0,-0.6502226947176428,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-2.4112192726872173,,,,,,,,,1.0,-0.935027948785764,,,,,,,,,1.0,-0.009000994772161,1.0,-0.1166686099350584,,,,,,,,,1.0,-2.4179182657240816,,,1.0,0.675691557136783,,,1.0,3.66879347872802,,,1.0,4.123573063214273,,,1.0,0.5545054237186134,1.0,3.338719988359368,1.0,1.756588343461683,1.0,2.793723004328343,1.0,0.9746140221993036,,,,,1.0,5.401078522556268,1.0,5.036176542568865,1.0,3.744287095766433,1.0,0.0994336182644697,1.0,-0.5139815662097242,,,,,,,,,,,,,,,,,,,,,,,,,CEERS-EGS-618
ceers-v3_g235m-f170lp_1345_64.spec.fits,15752,ceers-v3,G235M,64,215.008497,53.007332,6.139438,1.0,2.384186285154932,,,1.0,0.8674879204193175,,,,,,,,,,,,,,,,,,,,,1.0,2.015654090229096,,,,,,,,,1.0,-0.9180325356730276,,,,,,,,,1.0,-0.1930384405887924,1.0,-1.4392634907294883,,,,,,,,,1.0,1.1634010773348475,,,1.0,-1.6010107925940438,,,1.0,0.9590945506116352,,,1.0,2.377640620748975,,,1.0,-1.7210058414298244,1.0,1.5219971299869313,1.0,2.1731355250723428,1.0,1.074253564749253,,,,,,,1.0,3.1417491116011016,1.0,3.4454192352775186,1.0,1.5964844940562115,1.0,0.8890128130844985,1.0,-0.7942351589794517,,,,,,,,,,,,,,,,,,,,,,,,,CEERS-EGS-64
ceers-v3_g235m-f170lp_1345_669.spec.fits,15755,ceers-v3,G235M,669,214.896381,52.838514,5.274613,,,,,1.0,-0.8868038481012854,,,,,,,,,,,,,,,,,1.0,0.2665839778519756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.5315811803857136,1.0,2.8518827862847473,1.0,1.9793061752902124,,,1.0,-0.2437778064427464,1.0,0.5689818953039623,1.0,2.3485437551312103,,,1.0,0.7904258273717792,,,1.0,-1.9855414623938377,1.0,2.7563006318008756,1.0,1.5727890545061356,1.0,-0.2231617169840815,1.0,2.3112726544593136,,,,,1.0,3.5234110455154757,1.0,3.3547931450103636,1.0,-1.9711328958246923,1.0,2.0305915946484387,1.0,0.8438132545888027,,,,,,,,,,,,,,,,,,,,,,,,,CEERS-EGS-669
ceers-v3_g235m-f170lp_1345_672.spec.fits,15757,ceers-v3,G235M,672,214.889677,52.83297699999999,5.6646066,,,1.0,-1.548338408459906,,,1.0,-0.6636702015933269,,,,,,,,,,,,,,,1.0,0.8319626048644396,,,1.0,-0.3748523569052372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-0.0023949012908049,,,1.0,1.010825646251721,,,1.0,0.6990840079632663,,,1.0,2.001014798813316,,,1.0,1.7700574462233745,1.0,2.6515768289059007,1.0,2.2424951635658417,1.0,-3.268655907484591,1.0,-0.0089708315068621,,,,,1.0,2.094693810696807,1.0,1.9021829088669269,1.0,1.2701441660467612,1.0,-2.6241049131436944,1.0,-3.02903948089227,,,,,,,,,,,,,,,,,,,,,,,,,CEERS-EGS-672
ceers-v3_g235m-f170lp_1345_676.spec.fits,15758,ceers-v3,G235M,676,214.908478,52.84509,5.9890723,1.0,1.9655717427669088,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.0823966317107647,,,,,,,,,,,,,,,,,,,1.0,-0.8915597767418025,1.0,0.5588793305712872,,,,,,,,,1.0,3.125026051920972,,,,,,,1.0,1.4513329797700956,,,1.0,-0.4206102939321985,,,1.0,3.1610892862491844,1.0,0.3717472187172652,,,1.0,-2.280039470200682,1.0,1.0590732067424693,,,,,1.0,4.263247822293102,1.0,4.343517058358457,1.0,0.7346689959905843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CEERS-EGS-676
jades-gds-wide-v3_g235m-f170lp_1180_9697.spec.fits,16983,jades-gds-wide-v3,G235M,9697,53.130437,-27.80236100000002,5.9360876,1.0,-1.553832066053826,,,,,,,,,,,,,,,,,,,,,,,,,1.0,3.823527451551539,,,,,,,,,,,,,,,,,,,1.0,-1.611448779343761,1.0,1.036364262453573,,,,,,,,,1.0,-1.7060751302763435,,,1.0,1.0349054305729837,,,1.0,2.8491045002717454,,,1.0,2.1011856497243415,,,1.0,0.6752629501442537,1.0,2.116352429951884,1.0,1.2059961378826451,1.0,-0.0725035227270286,1.0,1.900760590295279,,,,,1.0,4.883148770542145,1.0,3.3492896270344987,1.0,-2.5001598023067517,1.0,2.823253093891126,1.0,1.4275109515822328,,,,,,,,,,,,,,,,,,,,,,,,,JADES-GS-9697
jades-gds-wide-v3_g235m-f170lp_1180_9818.spec.fits,17023,jades-gds-wide-v3,G235M,9818,53.1733264,-27.7838883,4.3996696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,-0.295799861512288,1.0,-1.6727116152883057,1.0,0.9814043343159324,,,1.0,0.2633395588554281,1.0,0.5034619390297963,1.0,6.7193348629128495,,,1.0,1.470025378182482,1.0,0.2253348099224852,1.0,-0.5363834139627202,1.0,6.8291087625210105,1.0,1.7085783208298764,1.0,2.046020752434493,1.0,0.6969439578698229,,,,,1.0,13.960038944784348,1.0,13.744997400281358,1.0,6.2445438006627825,1.0,0.8885021335113477,1.0,-0.3888411226118223,,,,,,,,,,,,,,,,,,,,,,,,,JADES-GS-9818
jades-gds-wide-v3_g235m-f170lp_1180_11547.spec.fits,17910,jades-gds-wide-v3,G235M,11547,53.164831,-27.78825699999999,7.2370143,1.0,-0.1387297979076545,1.0,-2.073978886602094,1.0,0.2452676281926598,1.0,-0.5800478297554794,,,,,,,,,,,,,,,1.0,-1.1429961430650264,,,1.0,0.357165158441274,,,,,,,,,,,,,,,,,,,1.0,0.1558149511615304,1.0,-0.4761539370348382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,4.988000449129565,1.0,3.044107924285458,1.0,2.0387967934599347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JADES-GS-11547
jades-gds-wide-v3_g235m-f170lp_1180_1176.spec.fits,17914,jades-gds-wide-v3,G235M,1176,53.174896,-27.80599439999998,4.267932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.363934778319696,1.0,-0.1815834589976104,1.0,2.338358066920698,1.0,1.8914365168455676,1.0,1.150053031911703,1.0,-0.3166661309087963,1.0,2.2113860608989935,1.0,3.077038545138969,1.0,0.5405130889158472,1.0,0.1507291455030431,1.0,-0.4695426167834993,1.0,3.3247165984184126,1.0,-1.9361114065771856,1.0,-0.9275479621558737,1.0,-0.8068380048903033,1.0,1.581150346357622,1.0,8.143711624728125,1.0,3.179629534698568,1.0,2.823863961095133,1.0,1.7174450983382803,1.0,-1.120483786150902,1.0,1.1094972923614397,,,,,,,,,,,,,,,,,,,,,,,,,JADES-GS-1176
jades-gds-wide-v3_g235m-f170lp_1180_13200.spec.fits,17967,jades-gds-wide-v3,G235M,13200,53.1506924,-27.7705608,4.167236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.7363262234027884,1.0,0.8011733804473932,1.0,1.8713325846866995,1.0,4.654587902900777,1.0,-2.2864222122318223,1.0,1.4466104955098056,1.0,-0.6130132286425473,1.0,0.0607760643704543,1.0,2.9154651225619355,1.0,-0.6380960991752723,1.0,1.2439101636190777,1.0,1.8252856874395804,1.0,0.5585318014879043,1.0,2.5769740227023825,1.0,-2.7819606323839237,1.0,6.336328714096998,1.0,13.950262558750696,1.0,2.387779047042518,1.0,1.5203461531691267,1.0,2.7264534003207217,1.0,-1.1038658441390945,1.0,-1.8992119968189316,,,,,,,,,,,,,,,,,,,,,,,,,JADES-GS-13200
jades-gds-wide-v3_g235m-f170lp_1180_13229.spec.fits,17969,jades-gds-wide-v3,G235M,13229,53.1469697,-27.75219930000003,4.9368057,1.0,0.925033522527017,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.6080592931858114,,,,,,,,,,,,,,,,,,,,,1.0,-1.0333427033021094,,,,,,,,,1.0,-0.3465389671806507,1.0,3.6385669464892514,1.0,0.4117713391482565,,,1.0,0.5544192887643671,,,1.0,2.701463348794851,1.0,0.0941910291124959,1.0,2.603136751484666,1.0,2.3989244349879795,1.0,1.5108733148257287,1.0,0.6610982653905964,1.0,1.24225652847931,1.0,10.417553715669357,1.0,4.858337332595212,1.0,4.615969014036899,1.0,3.7691225074227743,1.0,2.4550653610010618,1.0,0.3535526866393085,1.0,1.1292948757660357,,,,,,,,,,,,,,,,,,,,,,,,,JADES-GS-13229
jades-gds-wide-v3_g235m-f170lp_1180_13507.spec.fits,17976,jades-gds-wide-v3,G235M,13507,53.2049621,-27.81362560000002,4.2441096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.1270226068282411,1.0,-0.3970566075868997,1.0,0.2180524244392277,1.0,2.727716132429975,1.0,0.7350591207045623,1.0,-1.3434772714527885,1.0,1.9812996935873912,1.0,-2.7611300516463353,1.0,-0.0090005654802746,1.0,0.4511476633748852,1.0,0.8501248454383564,1.0,1.2390651524237817,1.0,-1.7267976793583897,1.0,1.2768332605285235,1.0,1.0307509104387853,1.0,1.3894536565998552,1.0,6.730713516895733,1.0,1.957121338485993,1.0,2.798303479147427,1.0,-1.1328380229328463,1.0,1.626420517989973,1.0,0.7149015238155072,,,,,,,,,,,,,,,,,,,,,,,,,JADES-GS-13507
jades-gds-wide-v3_g235m-f170lp_1180_13543.spec.fits,17977,jades-gds-wide-v3,G235M,13543,53.1566019,-27.80014519999997,7.1933956,1.0,0.989811313512566,1.0,-0.8010680673012577,1.0,-0.2599423366228571,1.0,-0.668396678617371,,,,,,,,,,,,,,,1.0,1.3006945257319842,,,1.0,1.5943942882086413,,,,,,,,,,,,,,,,,,,1.0,1.3789877256462064,1.0,-0.3397784286012427,,,,,,,,,,,,,,,,,,,,,1.0,-1.4356397211869425,,,1.0,-0.1431782160422816,,,,,1.0,3.0500323273854355,,,,,,,1.0,2.3181270070300988,1.0,1.96926343996923,1.0,-1.9746834027226208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JADES-GS-13543
jades-gds-wide-v3_g235m-f170lp_1180_13556.spec.fits,17978,jades-gds-wide-v3,G235M,13556,53.1255604,-27.78675579999998,6.381491,1.0,1.9720661657848808,,,1.0,0.9436948234110096,,,,,,,,,,,,,,,,,1.0,1.5591806179657175,,,1.0,1.5978763589930447,,,,,,,,,1.0,0.5064698239251574,,,,,,,1.0,1.2509378764810328,1.0,-0.6833419045437676,1.0,0.8952099347246466,,,,,,,,,,,,,1.0,0.7808922492967847,,,,,,,1.0,-0.7370261588788415,,,1.0,-1.563174204540489,1.0,3.123677816943215,1.0,0.8399247677260295,1.0,0.0889136375799324,,,,,,,,,,,,,1.0,1.295339864237386,1.0,-0.1345256129389913,,,,,,,,,,,,,,,,,,,,,,,,,JADES-GS-13556
jades-gds08-v3_g235m-f170lp_1286_139305.spec.fits,17979,jades-gds08-v3,G235M,139305,53.1374179,-27.765208299999983,6.6247,1.0,-0.8473561538751636,1.0,-1.0809409123071765,1.0,1.0647474905182042,1.0,-1.3887125734002077,,,,,,,,,,,,,,,1.0,-1.4513950299074092,,,1.0,-0.715616222096361,,,,,,,,,1.0,1.3583296649120062,,,,,,,1.0,0.0358924847422733,,,1.0,0.4431217282128141,,,,,,,,,,,,,,,,,,,,,1.0,-0.94146615577853,,,1.0,0.4134051987616575,1.0,6.200809221895843,1.0,0.4797700624267083,1.0,0.6909983511999055,,,,,,,1.0,5.553452966861709,1.0,4.908843624923418,1.0,1.763372308253596,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JADES-GS-139305
jades-gds-wide-v3_g235m-f170lp_1180_13638.spec.fits,17982,jades-gds-wide-v3,G235M,13638,53.141967,-27.75522999999998,5.8275867,1.0,-1.4196387490514604,1.0,-0.0528354330885992,,,1.0,-0.9495539380478144,,,,,,,,,,,,,,,,,,,1.0,0.9290256259181084,,,,,,,,,,,,,,,,,,,,,1.0,-1.136945977849818,,,,,,,,,,,,,1.0,2.2162583107373433,,,,,,,1.0,-0.1021112610087717,,,1.0,0.3807788278965161,1.0,3.6536499180864808,1.0,1.9448981733849016,1.0,0.5980064846569683,,,,,,,1.0,3.53797108753206,1.0,4.43793695347421,1.0,2.863666498052977,1.0,2.9547478547512593,1.0,-1.9938576443256824,,,,,,,,,,,,,,,,,,,,,,,,,JADES-GS-13638
jades-gds08-v3_g235m-f170lp_1286_147779.spec.fits,17986,jades-gds08-v3,G235M,147779,53.1695073,-27.753305399999988,6.62482,1.0,-0.5602490773203495,,,1.0,0.0702935304100341,,,,,,,,,,,,,,,,,1.0,0.3105761207853098,,,1.0,0.9783116159143844,,,,,,,,,1.0,3.063234955602316,,,,,,,1.0,0.973990929198318,,,1.0,0.5554031597541533,,,,,,,,,,,,,,,,,,,,,1.0,-0.23849938348923,,,1.0,-0.3404360493741864,1.0,4.031018759762071,1.0,2.9375032032024704,1.0,0.613979307406753,,,,,,,1.0,5.9044515674054505,1.0,6.169760765881044,1.0,0.4553217939415747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,JADES-GS-147779
