GroupID,PROG_ID,Note,z,GroupSize,file,srcid,ra,dec,grating,filter,effexptm,nfiles,dataset,msamet,msaid,msacnf,dithn,slitid,root,npix,ndet,wmin,wmax,wmaxsn,sn10,flux10,err10,sn50,flux50,err50,sn90,flux90,err90,xstart,ystart,xsize,ysize,slit_pa,pa_v3,srcypix,profcen,profsig,ctime,version,exptime
3263,1210-GS-9891,,4.7746134,36,gds-deep-v3_g235m-f170lp_1210_9891.spec.fits,9891,53.1671854,-27.77460600000001,G235M,F170LP,2771.889,3,jw01210001002_13101_00001_nrs2,jw01210001002_02_msa.fits,315,2,1,220,gds-deep-v3,1407,1,1.7306666,3.150057,2.8926287,-1.044189,-0.058034126,0.041880533,0.9402604,0.053287465,0.053800344,3.1857169,0.18110313,0.08234328,1,1674,1374,33,0.0,321.06937,0.0,-0.001,0.33167824,1716566117.585,0.8.5.dev7+g25edcb0,8315.667
3263,1210-GS-9891,,4.7746134,36,gds-deep-v3_g140m-f070lp_1210_9891.spec.fits,9891,53.1671854,-27.77460600000001,G140M,F070LP,2771.889,6,jw01210001002_11101_00001_nrs1,jw01210001002_02_msa.fits,190,2,1,220,gds-deep-v3,769,1,0.7004,1.2602,1.1288,-1.023669,-0.05735845,0.03006446,0.8476156,0.036961425,0.04199832,2.876157,0.14844488,0.13272251,1653,1673,396,24,0.0,321.06934,0.0,-0.001,0.33167824,1716566114.319,0.8.5.dev7+g25edcb0,16631.334
3263,1210-GS-9891,,4.7746134,36,gds-deep-v3_g395h-f290lp_1210_9891.spec.fits,9891,53.1671854,-27.77460600000001,G395H,F290LP,2771.889,3,jw01210001002_15101_00001_nrs2,jw01210001002_02_msa.fits,316,2,1,220,gds-deep-v3,2033,1,2.8801086,4.1689773,3.790943,-1.2756982,-0.1503478,0.09218125,0.5509104,0.061651975,0.115137264,2.4889438,0.2989156,0.1554509,68,1680,1981,45,0.0,321.06927,0.0,0.001,0.33167824,1716566122.033,0.8.5.dev7+g25edcb0,8315.667
3303,RUBIES-EGS-28812,,4.2243943,12,rubies-egs63-v3_g395m-f290lp_4233_28812.spec.fits,28812,214.92414906585,52.84905034134,G395M,F290LP,948.278,6,jw04233006003_05101_00002_nrs1,jw04233006003_02_msa.fits,219,2,1,143,rubies-egs63-v3,1197,1,2.8794382,5.199619,3.4300761,0.8617296,0.12950109,0.084991686,2.4664562,0.3473414,0.13347885,4.466358,0.72028655,0.384455,1071,529,978,27,0.0,229.20189,0.0,0.001,0.22438045,1716484920.653,0.8.4,5689.668
3303,RUBIES-EGS-28812,,4.2243943,12,rubies-egs63-nod-v3_g395m-f290lp_4233_28812.spec.fits,28812,214.92414906585,52.84905034134,G395M,F290LP,948.278,6,jw04233006003_05101_00002_nrs1,jw04233006003_02_msa.fits,219,2,1,143,rubies-egs63-nod-v3,1197,1,2.8794382,5.199619,3.4300761,0.8629988,0.1344286,0.08820716,2.4741905,0.3545563,0.13777584,4.4265924,0.7357782,0.39414647,1071,529,978,27,0.0,229.20189,0.0,0.001,0.27653742,1721496424.251,0.8.6.dev18+gc61ccae,5689.668
3617,RUBIES-UDS-966096,,6.1665425,7,rubies-uds32-nod-v3_g395m-f290lp_4233_966096.spec.fits,966096,34.4667482,-5.1008749,G395M,F290LP,948.278,3,jw04233003002_05101_00002_nrs2,jw04233003002_02_msa.fits,224,2,1,51,rubies-uds32-nod-v3,1361,1,2.8811429,5.199619,4.703533,-1.0190822,-0.21084037,0.11286019,0.39143616,0.0702208,0.1692689,1.8387896,0.38255456,0.41179416,50,1915,1371,34,0.0,254.97798,0.0,0.0009999999,0.3136983,1722693761.897,0.8.6.dev18+gc61ccae,2844.834
3617,RUBIES-UDS-966096,,6.1665425,7,rubies-uds32-v3_g395m-f290lp_4233_966096.spec.fits,966096,34.4667482,-5.1008749,G395M,F290LP,948.278,3,jw04233003002_05101_00002_nrs2,jw04233003002_02_msa.fits,224,2,1,51,rubies-uds32-v3,1361,1,2.8811429,5.199619,4.703533,-1.0190822,-0.21084037,0.11286019,0.39143616,0.0702208,0.1692689,1.8387896,0.38255456,0.41179416,50,1915,1371,34,0.0,254.97798,0.0,0.0009999999,0.3136983,1722679185.261,0.8.6.dev18+gc61ccae,2844.834
3623,CEERS-EGS-1400,,4.4902363,16,ceers-v3_g140m-f100lp_1345_1400.spec.fits,1400,215.1161048,52.9741843,G140M,F100LP,1021.222,6,jw01345068001_03101_00001_nrs2,jw01345068001_01_msa.fits,1,1,1,48,ceers-v3,1336,1,0.98,1.88,1.3268,-0.7423517,-0.068619795,0.05604975,0.9642137,0.07608046,0.07315856,2.6098893,0.22650911,0.15691341,1,1195,381,24,0.0,310.52728,0.0,0.0009999999,0.45214096,1716492473.916,0.8.4,6127.332
3623,CEERS-EGS-1400,,4.4902363,16,ceers-v3_g235m-f170lp_1345_1400.spec.fits,1400,215.1161048,52.9741843,G235M,F170LP,1021.222,6,jw01345068001_05101_00001_nrs1,jw01345068001_01_msa.fits,86,1,1,48,ceers-v3,1273,1,1.7003809,3.150057,2.382819,-1.0382272,-0.098945335,0.06383811,0.8142646,0.07165426,0.08151661,2.5805004,0.23520361,0.14426948,1152,1195,897,27,0.0,310.52713,0.0,0.0009999999,0.45214096,1716492477.18,0.8.4,6127.332
3623,CEERS-EGS-1400,,4.4902363,16,ceers-v3_g395m-f290lp_1345_1400.spec.fits,1400,215.1161048,52.9741843,G395M,F290LP,1021.222,6,jw01345068001_07101_00001_nrs1,jw01345068001_01_msa.fits,87,1,1,48,ceers-v3,1199,1,2.8794382,5.199619,3.603962,-1.2269759,-0.14503603,0.05877903,0.6073982,0.0580858,0.085545145,2.4314163,0.25915617,0.28001162,1234,1182,815,26,0.0,310.52707,0.0,0.0009999999,0.45214096,1716492468.286,0.8.4,6127.332
